"prompt","prompt_token_len","has_code_keyword","has_length_constraint","instruction_verb","ends_with_question","has_format_keyword","clause_count","actual_output_tokens"
"Who is Ruth Bader Ginsburg?

Context: Joan Ruth Bader Ginsburg (/ˈbeɪdər ˈɡɪnzbɜːrɡ/ BAY-dər GHINZ-burg; March 15, 1933 – September 18, 2020) was an American lawyer and jurist who served as an associate justice of the Supreme Court of the United States from 1993 until her death in 2020. She was nominated by President Bill Clinton to replace retiring justice Byron White, and at the time was generally viewed as a moderate consensus-builder. She eventually became part of the liberal wing of the Court as the Court shifted to the right over time. Ginsburg was the first Jewish woman and the second woman to serve on the Court, after Sandra Day O'Connor. During her tenure, Ginsburg wrote majority opinions, including United States v. Virginia (1996), Olmstead v. L.C. (1999), Friends of the Earth, Inc. v. Laidlaw Environmental Services, Inc. (2000), and City of Sherrill v. Oneida Indian Nation of New York (2005).","229","0","0","other","0","0","16","902"
"Given this paragraph, what is the definition of Long short-term memory ?

Context: Long short-term memory (LSTM) is an artificial neural network used in the fields of artificial intelligence and deep learning. Unlike standard feedforward neural networks, LSTM has feedback connections. Such a recurrent neural network (RNN) can process not only single data points (such as images), but also entire sequences of data (such as speech or video). This characteristic makes LSTM networks ideal for processing and predicting data. For example, LSTM is applicable to tasks such as unsegmented, connected handwriting recognition, speech recognition, machine translation, speech activity detection, robot control, video games, and healthcare.","183","0","0","what","0","0","15","50"
"What is the most invaded country in history?","11","0","0","what","1","0","0","326"
"What is the least common birthday?","8","0","0","what","1","0","0","324"
"Who is Barack Obama?

Context: Barack Hussein Obama II (/bəˈrɑːk huːˈseɪn oʊˈbɑːmə/ (listen) bə-RAHK hoo-SAYN oh-BAH-mə; born August 4, 1961) is an American former politician who served as the 44th president of the United States from 2009 to 2017. A member of the Democratic Party, he was the first African-American president of the United States. Obama previously served as a U.S. senator representing Illinois from 2005 to 2008 and as an Illinois state senator from 1997 to 2004, and worked as a civil rights lawyer before holding public office.","136","0","0","other","0","1","6","944"
"Why should people convert lawns and ornamental gardens to native plants?","18","0","0","why","1","0","1","986"
"Given this paragraph about surfboards, summarize what a surfboard is made of

Context: Most modern surfboards are made of fiberglass foam (PU), with one or more wooden strips or ""stringers"", fiberglass cloth, and polyester resin (PE). An emerging board material is epoxy resin and Expanded Polystyrene foam (EPS) which is stronger and lighter than traditional PU/PE construction. Even newer designs incorporate materials such as carbon fiber and variable-flex composites in conjunction with fiberglass and epoxy or polyester resins. Since epoxy/EPS surfboards are generally lighter, they will float better than a traditional PU/PE board of similar size, shape and thickness. This makes them easier to paddle and faster in the water. However, a common complaint of EPS boards is that they do not provide as much feedback as a traditional PU/PE board. For this reason, many advanced surfers prefer that their surfboards be made from traditional materials.","238","1","0","summarize","0","0","15","36"
"What is a good city to visit in Michigan in the summer?","13","0","0","what","1","0","0","281"
"Give me a list of herbs I can plant in my garden","12","0","0","list","0","1","0","14"
"What is a Wonton?","4","0","0","what","1","0","0","102"
"Why do people like playing video games?","9","0","0","why","1","0","0","162"
"Identify which instrument is string or percussion: Berimbau, Soku","16","0","0","other","0","0","1","9"
"How deep can the roots of Big Bluestem grass go into the ground?","16","0","0","how","1","0","0","20"
"Describe a plan for driving from Florida to New York with some great places to stop with American History.","26","0","0","describe","0","0","0","210"
"What is recency bias?","5","0","0","what","1","0","0","73"
"What are the advantages of a progressive consumption tax?","14","0","0","what","1","0","0","586"
"Write a journal entry from the pandemic.","10","0","0","write","0","0","0","1690"
"What are five totally distinct, creative ways to describe the usefulness of extra fingers?","22","0","0","describe","1","0","1","81"
"What plant do cats like to chew or sniff, which may give them a ""high""?","17","0","0","what","1","0","1","14"
"What is a newspaper?","5","0","0","what","1","0","0","106"
"Why isn't multi-threading making my Python code faster? How can I fix it.","18","1","0","how","0","0","0","296"
"In what industries is GIS indispensable?","10","0","0","what","1","0","0","1146"
"Write a story about an ice fishing trip in Minnesota. Make sure to include what you need for a successful trip.","27","0","0","write","0","0","0","978"
"Who is Géraldine Chauvet

Context: Géraldine Chauvet is a French operatic mezzo-soprano.","22","0","0","other","0","0","0","1325"
"Is California a great place to live?","9","0","0","other","1","0","0","928"
"What happened on September 11, 2001?

Context: The September 11 attacks, commonly known as 9/11, were four coordinated suicide terrorist attacks carried out by the militant Islamist extremist network al-Qaeda against the United States on September 11, 2001. That morning, nineteen terrorists hijacked four commercial airliners scheduled to travel from the East Coast to California. The hijackers crashed the first two planes into the Twin Towers of the World Trade Center in New York City and the third into the Pentagon (the headquarters of the United States military) in Arlington County, Virginia, near Washington, D.C. The fourth plane was similarly intended to hit a federal government building in D.C., but crashed in a field following a passenger revolt. The attacks killed nearly 3,000 people and instigated the global war on terror.","210","0","0","what","0","0","13","1019"
"When does the world  celebrates  Hindi diwas every year","13","0","0","other","0","0","0","3"
"What are some examples of movies that won best picture in the 1990s?","17","0","0","what","1","0","0","35"
"What is geovisualization?","6","0","0","what","1","0","0","304"
"What's the capital of Brazil?","7","0","0","what","1","0","0","10"
"What are the differences between Data Lakehouse vs Data Warehouse vs Data lake","19","0","0","what","0","0","0","290"
"How can I decide what bike I should get?","10","0","0","what","1","0","0","201"
"Who is JFK?

Context: John Fitzgerald Kennedy (May 29, 1917 – November 22, 1963), often referred to by his initials JFK, was an American politician who served as the 35th president of the United States from 1961 until his assassination in 1963. He was the youngest person to assume the presidency by election and the youngest president at the end of his tenure. Kennedy served at the height of the Cold War, and the majority of his foreign policy concerned relations with the Soviet Union and Cuba. A Democrat, Kennedy represented Massachusetts in both houses of the U.S. Congress prior to his presidency.","151","0","0","other","0","0","9","866"
"What are the applications of game theory in NBA basketball?","14","0","0","what","1","0","0","230"
"What factors should I consider in choosing an electric vehicle?","15","0","0","what","1","0","0","914"
"Describe a trip through the United States for a 14 day vacation in a rental car","19","0","0","describe","0","0","0","1144"
"what is Modern Talking?

Context: Modern Talking was a German pop music duo consisting of arranger, songwriter and producer Dieter Bohlen and singer Thomas Anders. They have been referred to as Germany's most successful pop duo, and have had a number of hit singles, reaching the top five in many countries. Their most popular singles are ""You're My Heart, You're My Soul"", ""You Can Win If You Want"", ""Cheri, Cheri Lady"", ""Brother Louie"", ""Atlantis Is Calling (S.O.S. for Love)"" and ""Geronimo's Cadillac"".
Modern Talking worked together from 1983 to 1987, then the band disbanded. In 1998, they reunited and made a successful comeback, recording and releasing music from 1998 to 2003. The duo released singles (many of which involved American rapper Eric Singleton) which again entered the top ten in Germany and abroad, one of which was the re-recorded version of ""You're My Heart, You're My Soul '98"". After the duo's second and final break-up in 2003, their global sales had reached 120 million singles and albums combined.","256","0","0","what","0","0","24","1496"
"What is the difference between AWD and 4WD?","10","0","0","what","1","0","1","255"
"Where did Christopher Columbus sail his ship when he discovered America?","18","0","0","other","1","0","0","3"
"Give me an enumerated list of Four Noble Truths mentioned in Buddhism","17","0","0","list","0","1","0","269"
"From the passage provided, extract the population of Andhra Pradesh

Context: Andhra Pradesh (English: /ˌɑːndrə prəˈdɛʃ/, Telugu: [ãːndʱrɐ prɐdeːʃ] (listen) abbr. AP) is a state in the south-eastern coastal region of India. It is the seventh-largest state by area covering an area of 162,975 km2 (62,925 sq mi) and tenth-most-populous state, with 49,386,799 inhabitants. It is bordered by Telangana to the north-west, Chhattisgarh to the north, Odisha to the north-east, Tamil Nadu to the south, Karnataka to the west and the Bay of Bengal to the east. It has the second longest coastline in India after Gujarat, of about 974 km (605 mi). Andhra State was the first state to be formed on a linguistic basis in India on 1 October 1953. On 1 November 1956, Andhra State was merged with the Telugu-speaking areas (ten districts) of the Hyderabad State to form United Andhra Pradesh. In 2014, these merged areas of Hyderabad State were bifurcated from United Andhra Pradesh to form the new state Telangana. The present form of Andhra is similar to Andhra state, but some mandalas like Bhadrachalam are still included in Telangana. Amaravati serves as the capital of the state with the largest city being Visakhapatnam.

Andhra Pradesh was once a major Buddhist pilgrimage site in the country and a Buddhist learning center which can be seen in many sites in the state in the form of monastery ruins, chaityas, and stupas. It is also known for being the land of Koh-i-Noor and other globally known diamonds from Kollur Mine. It is also a major producer of rice known as the ""Rice bowl of India"". Its official language is Telugu; one of the classical languages of India, the fourth most spoken language in India, and the 13th-most spoken language in the world. Andhra Pradesh's second official language is Urdu.","451","0","0","other","0","1","27","11"
"Explain the answer to this riddle: What has four legs in the morning, two legs in the afternoon, and three legs in the evening?","31","0","0","explain","1","0","3","48"
"What is a console war in video games?

Context: In the video game industry, a console war describes the competition between two or more video game console manufacturers in trying to achieve better consumer sales through more advanced console technology, an improved selection of video games, and general marketing around their consoles. While console manufacturers are generally always trying to out-perform other manufacturers in sales, these console wars engage in more direct tactics to compare their offerings directly against their competitors or to disparage the competition in contrast to their own, and thus the marketing efforts have tended to escalate in back-and-forth pushes.

While there have been many console wars to date, the term became popular between Sega and Nintendo during the late 1980s and early 1990s as Sega attempted to break into the United States video game market with its Sega Genesis console. Through a novel marketing approach and improved hardware, Sega had been able to gain a majority of the video game console market by 1991, three years after the Genesis’ launch. This caused back and forth competition between the two companies throughout the early 1990s. However, Nintendo eventually regained its market share and Sega stopped making home console hardware by 2001.","326","0","0","compare","0","0","16","6504"
"Who is Richard Wayne Bogosian?

Context: Richard Wayne Bogosian (born July 18, 1937) is an American diplomat.","27","0","0","other","0","0","1","443"
"What is Cricket?

Context: Cricket is a bat-and-ball game played between two teams of eleven players on a field at the center of which is a 22-yard (20-metre) pitch with a wicket at each end, each comprising two bails balanced on three stumps. The batting side scores runs by striking the ball bowled at one of the wickets with the bat and then running between the wickets, while the bowling and fielding side tries to prevent this (by preventing the ball from leaving the field, and getting the ball to either wicket) and dismiss each batter (so they are ""out""). Means of dismissal include being bowled, when the ball hits the stumps and dislodges the bails, and by the fielding side either catching the ball after it is hit by the bat, but before it hits the ground, or hitting a wicket with the ball before a batter can cross the crease in front of the wicket. When ten batters have been dismissed, the innings ends and the teams swap roles. The game is adjudicated by two umpires, aided by a third umpire and match referee in international matches. They communicate with two off-field scorers who record the match's statistical information.","286","0","0","what","0","1","18","210"
"Write a story where a princess discovers an abandon cave. The story should have a beginning, middle and end.","27","0","0","write","0","0","2","826"
"What is the recipe for a successful hackathon?","11","0","0","what","1","0","0","746"
"how to do a self-diagnose of burning out?","10","0","0","how","1","0","0","94"
"How do you reverse sear a steak on the Big Green Egg?","13","0","0","how","1","0","0","815"
"Imagine you are the last person on Earth. Write a diary entry describing your thoughts and feelings.","25","0","0","write","0","0","1","866"
"How can you prepare for a longer airplane flight with children?","15","0","0","how","1","0","0","298"
"What is a geodetic system?","6","0","0","what","1","0","0","235"
"Identify which animal species is alive or extinct: Procoptodon, Polar Bear","18","0","0","other","0","0","1","11"
"Why are there so many rules about table manners?","12","0","0","why","1","1","0","827"
"Provide a list of things a young felon can do when they get out of jail to turn their life around","24","0","0","list","0","1","0","1015"
"What should I do in Ho Chi Minh City, Vietnam for a day?","14","0","0","what","1","0","1","907"
"How would it feel to be the only person left alive in the US?","15","0","0","how","1","0","0","252"
"Identify which animal species is alive or extinct: Microraptor, Whale","17","0","0","other","0","0","1","9"
"From the passage provided, extract the acquisition details of Tableau.

Context: Tableau Software (/tæbˈloʊ/ tab-LOH) is an American interactive data visualization software company focused on business intelligence. It was founded in 2003 in Mountain View, California, and is currently headquartered in Seattle, Washington. In 2019 the company was acquired by Salesforce for $15.7 billion. At the time, this was the largest acquisition by Salesforce (a leader in the CRM field) since its foundation. It was later surpassed by Salesforce's acquisition of Slack.

The company's founders, Christian Chabot, Pat Hanrahan and Chris Stolte, were researchers at the Department of Computer Science at Stanford University. They specialized in visualization techniques for exploring and analyzing relational databases and data cubes, and started the company as a commercial outlet for research at Stanford from 1999 to 2002.

Tableau products query relational databases, online analytical processing cubes, cloud databases, and spreadsheets to generate graph-type data visualizations. The software can also extract, store, and retrieve data from an in-memory data engine.","290","0","0","generate","0","1","21","15"
"Write a few paragraphs to describe the benefits of living in Arizona versus California","21","0","0","write","0","0","0","1880"
"Plan a 10-15 day trip from bay area to Arizona, Las Vegas, San Diego, Los Angeles","20","0","0","other","0","0","3","360"
"Identify which instrument is string or percussion: Cabasa, Huqin","16","0","0","other","0","0","1","9"
"Who is LBJ?

Context: Lyndon Baines Johnson (/ˈlɪndən ˈbeɪnz/; August 27, 1908 – January 22, 1973), often referred to by his initials LBJ, was an American politician who served as the 36th president of the United States from 1963 to 1969. He previously served as the 37th vice president from 1961 to 1963 under President John F. Kennedy, and was sworn in shortly after Kennedy's assassination. A Democrat from Texas, Johnson also served as a U.S. representative, U.S. Senator and the Senate's majority leader. He holds the distinction of being one of the few presidents who served in all elected offices at the federal level.","156","0","1","other","0","0","10","1427"
"Who are Sinti people?

Context: The Sinti are a subgroup of Romani people mostly found in Germany. They arrived in Austria and Germany in the Late Middle Ages as part of the Romani emigration from the Indian Subcontinent, eventually splitting into two groups: Eftavagarja (""the Seven Caravans"") and Estraxarja (""from Austria""). They arrived in Germany before 1540. The two groups expanded, the Eftavagarja into France, Portugal and Brazil, where they are called ""Manouches"", and the Estraxarja into Italy and Central Europe, mainly what are now Croatia, Slovenia, Hungary, Romania, the Czech Republic and Slovakia, eventually adopting various regional names.","164","0","0","what","0","0","17","24"
"What are some of the challenges and solutions involved in growing tomatoes in the Pacific Northwest?","25","0","0","what","1","0","1","919"
"What did the Triceratops use their horns for?

Context: There has been much speculation over the functions of Triceratops' head adornments. The two main theories have revolved around use in combat and in courtship display, with the latter now thought to be the most likely primary function.

Early on, Lull postulated that the frills may have served as anchor points for the jaw muscles to aid chewing by allowing increased size and thus power for the muscles. This has been put forward by other authors over the years, but later studies do not find evidence of large muscle attachments on the frill bones.

Triceratops were long thought to have used their horns and frills in combat with predators such as Tyrannosaurus, the idea being discussed first by Charles H. Sternberg in 1917 and 70 years later by Robert Bakker. There is evidence that Tyrannosaurus did have aggressive head-on encounters with Triceratops, based on partially healed tyrannosaur tooth marks on a Triceratops brow horn and squamosal; the bitten horn is also broken, with new bone growth after the break. Which animal was the aggressor is not known. Paleontologist Peter Dodson estimates that in a battle against a bull Triceratops, the Triceratops had the upper hand and would successfully defend itself by inflicting fatal wounds to the Tyrannosaurus using its sharp horns. Tyrannosaurus is also known to have fed on Triceratops, as shown by a heavily tooth-scored Triceratops ilium and sacrum.","367","1","0","what","0","0","17","34"
"Can you summarize for me in no more than three paragraphs the book, ""The Little Engine That Could"", by Watty Piper?

Context: The Little Engine That Could is an American folktale (existing in the form of several illustrated children's books and films) that became widely known in the United States after publication in 1930 by Platt & Munk. The story is used to teach children the value of optimism and hard work. Based on a 2007 online poll, the National Education Association listed the book as one of its ""Teachers' Top 100 Books for Children""","136","0","0","summarize","0","1","5","290"
"Who is Lord Voldemort?","5","0","0","other","1","0","0","353"
"Who composed the 'Moonlight Sonata', and when?","11","0","0","other","1","0","2","79"
"Identify from this list which are Crayola crayon colors: banana biscuits, razzle dazzle rose, whoopsie daisies, purple pizzazz, carnation pink, cotton candy, unmellow yellow, macaroni and cheese, coffee table blue, craisin, aquamarine, jazzberry jam, sea green","65","0","0","list","0","1","13","35"
"Why do we need robots?","5","0","0","why","1","0","0","70"
"Given the reference text about moths, what family does Bityla sericea belong to?

Context: Bityla sericea is a species of moth in the family Noctuidae. This species is endemic to New Zealand. It is classified as ""At Risk, Naturally Uncommon"" by the New Zealand Department of Conservation. This species was first described by Arthur Gardiner Butler in 1877 using a specimen obtained from John Enys and collected in the South Island. George Hudson discussed and illustrated this species both in his 1898 book, New Zealand moths and butterflies (Macro-lepidoptera) and his 1928 publication The Butterflies and Moths of New Zealand. In 1905 Hudson, thinking he was describing a new species, also gave the species the name Orthosia pallida. George Francis Hampson, also mistakenly believing this was a separate species placed O. pallida in the genus Bityla. Hudson discussed B. pallida in his 1928 publication. John S. Dugdale synonymised B. pallida with B. sericea in 1988. The holotype specimen of B. sericea is held at the Natural History Museum, London.","263","0","0","describe","0","0","12","2"
"Give me a bulleted list of ingredients that I need to bake chewy chocolate chip cookies, and include volume measurements for any ingredient I have to measure out.","40","0","0","list","0","1","2","54"
"Tell me five ways to build relationships with my neighbors.","14","0","0","other","0","0","0","321"
"What is the difference between tennis and pickleball?","13","0","0","what","1","0","1","78"
"What is the difference between Angular and AngularJS?","13","0","0","what","1","0","1","48"
"Give me a list of top five tourist attractions to visit in Europe","16","0","0","list","0","1","0","227"
"What is Chromosomal Deletion Syndrome?

Context: Chromosomal deletion syndromes result from deletion of parts of chromosomes. Depending on the location, size, and whom the deletion is inherited from, there are a few known different variations of chromosome deletions. Chromosomal deletion syndromes typically involve larger deletions that are visible using karyotyping techniques. Smaller deletions result in Microdeletion syndrome, which are detected using fluorescence in situ hybridization (FISH)

Examples of chromosomal deletion syndromes include 5p-Deletion (cri du chat syndrome), 4p-Deletion (Wolf–Hirschhorn syndrome), Prader–Willi syndrome, and Angelman syndrome.","168","0","0","what","0","0","9","1490"
"Why are dogs called dogs?","6","0","0","why","1","0","0","211"
"How to avoid world war?","5","0","0","how","1","0","0","144"
"What is the best food?","5","0","0","what","1","0","0","305"
"Give me a bulleted list of the the first five books in the bible old testament?","19","0","0","list","1","1","0","281"
"What are three crafts with a wire coat hanger?","11","0","0","what","1","0","0","55"
"Who is LBJ?

Context: Lyndon Baines Johnson (/ˈlɪndən ˈbeɪnz/; August 27, 1908 – January 22, 1973), often referred to by his initials LBJ, was an American politician who served as the 36th president of the United States from 1963 to 1969. He previously served as the 37th vice president from 1961 to 1963 under President John F. Kennedy, and was sworn in shortly after Kennedy's assassination. A Democrat from Texas, Johnson also served as a U.S. representative, U.S. Senator and the Senate's majority leader. He holds the distinction of being one of the few presidents who served in all elected offices at the federal level.","156","0","1","other","0","0","10","1427"
"Should we continue to use Daylight savings?","10","0","0","other","1","0","0","995"
"How do you fix a puncture on a Mountain Bike?","11","0","0","how","1","0","0","1496"
"What are the most important tools to own when I am an apartment renter?","17","0","0","what","1","0","0","924"
"What is some advice for planning an Alaskan vacation?","13","0","0","what","1","0","0","827"
"What is there to do in Cleveland Ohio?","9","0","0","what","1","0","0","72"
"Extract a list of all of the communties and counties mentioned in this article about SH 115.

Context: SH 115 begins at an intersection with Interstate 20 and Farm to Market Road 1927 in Pyote. The route travels north along the eastern edge of town and through Far West Texas oil fields before reaching Wink. The route then turns northeast, next reaching Kermit. The route travels through downtown Kermit, passing the Winkler County Courthouse. The route continues to the northeast, crossing oil fields of Winkler and Andrews Counties, before reaching Andrews. The route travels through Andrews, intersecting U.S. Route 385. The route continues northeast, crossing through the intersection of Andrews, Gaines, Martin, and Dawson Counties before reaching its terminus at SH 349 at the unincorporated community of Patricia, Texas.","207","0","0","list","0","1","15","17"
"Who does Machiavelli believe exemplifies the characteristics of a true prince in The Prince, and why does he hold this belief?","31","0","0","why","1","0","2","1178"
"Classify the following as a 'Country', 'State' or 'City': California, Sacramento, Chicago, Singapore, New Delhi, London, Tennessee, New York","35","0","0","other","0","0","8","39"
"What are some tricks to baking a really good cake?","12","0","0","what","1","0","0","893"
"How did the United States win the Cold War?","10","0","0","how","1","0","0","400"
"Describe a trip to Tokyo. What should I be prepared for? What should I eat? Any can't-miss attractions?","25","0","0","describe","1","0","0","833"
"What is GeneBass?","4","0","0","what","1","0","0","262"
"What is The Lord Of The Rings?

Context: The Lord of the Rings is an epic high-fantasy novel by English author and scholar J. R. R. Tolkien. Set in Middle-earth, the story began as a sequel to Tolkien's 1937 children's book The Hobbit, but eventually developed into a much larger work. Written in stages between 1937 and 1949, The Lord of the Rings is one of the best-selling books ever written, with over 150 million copies sold.","107","0","0","what","0","0","7","691"
"Create content for an AirBnB guest pamphlet for a house that is on the beach in Florida. It should include the property address, host contact information, wi-fi network and password, check-in/out instructions, practical information about the property (e.g., garbage & recycling days), and the best restaurants, bars and activities near the house.","86","0","0","other","0","1","10","1497"
"What is a good second language to learn beyond English, and why?","16","0","0","what","1","0","2","81"
"Who is the finest Indian cricketer right now?

Context: Virat Kohli (Hindi pronunciation:  born 5 November 1988) is an Indian international cricketer and former captain of the Indian national cricket team. He now plays as a right-handed batter for Royal Challengers Bangalore in the IPL and for Delhi in Indian domestic cricket. He is widely recognised as one of the best batsman in cricket history. He is the second most prolific international century batsman in cricket history. The International Cricket Council elected him the male cricketer of the decade despite holding the record for most runs in T20 internationals and the IPL. Kohli has also contributed to a number of India's victories, including the 2011 World Cup and the 2013 Champions Trophy.","189","0","0","other","0","0","5","587"
"Who is Bill Clinton?

Context: William Jefferson Clinton (né Blythe III; born August 19, 1946) is an American politician who served as the 42nd president of the United States from 1993 to 2001. He previously served as governor of Arkansas from 1979 to 1981 and again from 1983 to 1992, and as attorney general of Arkansas from 1977 to 1979. A member of the Democratic Party, Clinton became known as a New Democrat, as many of his policies reflected a centrist ""Third Way"" political philosophy. He is the husband of Hillary Clinton, who was a U.S. senator from New York from 2001 to 2009, secretary of state from 2009 to 2013 and the Democratic nominee for president in the 2016 presidential election.","175","0","0","other","0","0","10","1216"
"Write a short blog post about why you have chosen to delete your instagram account and why you think that instagram has an negative impact on society.","37","0","0","write","0","0","1","304"
